sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
竹東,新竹縣,48,,良好,0.5,0.26,39,20.6,13,13,10.8,12.7,1.8,1.1,40,"2024-05-20 13:00",,0.2,14.8,19,0,121.08895493,24.74091408,23
湖口,新竹縣,37,,良好,1.1,0.26,41.1,20.6,19,10,10.3,12.5,2.1,3,60,"2024-05-20 13:00",,0.2,11.4,16,0,121.03886894,24.90009696,22
龍潭,桃園市,22,,良好,0.8,0.26,37.2,21.7,18,6,13.3,16.8,3.5,4,58,"2024-05-20 13:00",,0.2,5.4,17,1,121.21645772,24.86400048,21
平鎮,桃園市,23,,良好,0.6,0.29,36.2,25.1,7,5,10.6,13.7,3.1,3.6,86,"2024-05-20 13:00",,0.3,4.5,13,0,121.203986,24.952786,20
觀音,桃園市,24,,良好,0.3,0.1,32.7,24.2,17,7,6.5,8.9,2.3,5.1,64,"2024-05-20 13:00",,0.1,7.4,13,1,121.08283092,25.03556747,19
大園,桃園市,19,,良好,2.8,0.18,29.7,20.9,15,5,11.1,15.3,4.1,5,26,"2024-05-20 13:00",,0.2,5,14,1,121.20251473,25.06100357,18
桃園,桃園市,22,,良好,1.5,0.27,30.9,24.7,8,7,10.2,13.2,3,2.5,65,"2024-05-20 13:00",,0.3,6.4,9,1,121.30500531,24.9947107,17
大同,臺北市,32,,良好,2,0.44,21,17.2,16,11,18.4,33.7,15.2,-,-,"2024-05-20 13:00",,0.6,9.9,15,1,121.51342074,25.06331455,16
松山,臺北市,26,,良好,,,23.6,24.3,5,10,,,,3.5,43,"2024-05-20 13:00",,0.1,8,7,0,121.578611,25.05,15
古亭,臺北市,22,,良好,1.2,0.19,25.1,20.4,11,8,13.3,21.1,7.8,2.2,61,"2024-05-20 13:00",,0.2,5.6,11,1,121.529556,25.020608,14
萬華,臺北市,21,,良好,1.6,0.29,22.8,23.8,9,8,12.7,18.1,5.3,3.2,73,"2024-05-20 13:00",,0.2,5.9,9,0,121.507972,25.046503,13
中山,臺北市,21,,良好,2.2,0.26,26.3,23.6,8,5,11.1,15.5,4.4,3.2,104,"2024-05-20 13:00",,0.3,4.5,10,0,121.526528,25.062361,12
士林,臺北市,27,,良好,0.3,0.15,24.9,29.1,7,3,6.2,9.6,3.4,2.2,118,"2024-05-20 13:00",,0.1,5.6,8,0,121.51666356,25.10334003,11
淡水,新北市,25,,良好,0.8,0.15,34.6,27.7,18,6,4.5,5.9,1.4,2.8,160,"2024-05-20 13:00",,0.2,5.4,21,0,121.449239,25.1645,10
林口,新北市,23,,良好,0.5,0.18,29.5,25.6,5,7,11.3,17.5,6.1,4.1,103,"2024-05-20 13:00",,0.2,4.9,7,0,121.36548982,25.07798949,9
菜寮,新北市,26,,良好,0.7,0.23,29.9,28.9,5,3,8.8,10.9,2.1,3.3,91,"2024-05-20 13:00",,0.2,3.8,12,0,121.481028,25.06895,8
新莊,新北市,26,,良好,0.9,0.17,32.6,28.1,10,4,6.5,9.6,3,6.2,63,"2024-05-20 13:00",,0.2,4.9,9,0,121.4325,25.037972,7
板橋,新北市,21,,良好,1,0.23,29.7,23.7,8,4,8.3,10.7,2.4,2.8,51,"2024-05-20 13:00",,0.2,2.3,7,0,121.458667,25.012972,6
土城,新北市,25,,良好,0.7,0.24,30.5,26.0,10,7,9.5,12.5,3,2.1,1,"2024-05-20 13:00",,0.2,7.8,13,0,121.451861,24.982528,5
新店,新北市,24,,良好,1.4,0.2,31.8,26.2,8,7,8.7,11.7,3,2.4,58,"2024-05-20 13:00",,0.2,6.6,11,0,121.537778,24.977222,4
萬里,新北市,36,,良好,0.7,0.12,40,39.4,14,1,1.1,1.9,0.7,5.2,60,"2024-05-20 13:00",,0.1,0.7,10,0,121.689881,25.179667,3
汐止,新北市,25,,良好,0,0.13,29.6,27.8,6,5,8,9.9,1.9,2.6,30,"2024-05-20 13:00",,0.1,5.3,7,0,121.64081,25.06624,2
基隆,基隆市,32,,良好,0.2,0.14,34.5,35.0,4,0,2.2,3.1,0.9,2.4,82,"2024-05-20 13:00",,0.1,0.2,4,0,121.760056,25.129167,1
屏東(枋山),屏東縣,42,,良好,0.2,0.11,36.5,45.0,49,4,2.9,3.9,1,4.4,86,"2024-05-20 12:00",,0.1,9.5,29,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,56,細懸浮微粒,普通,1,0.38,30.8,20.5,41,19,15.1,18.3,3.1,1,277,"2024-05-20 12:00",,0.3,17.4,31,0,120.65525382,24.39017512,312
新北(樹林),新北市,32,,良好,0.5,0.32,16.8,10.4,15,8,19.1,24.9,5.8,0.9,167,"2024-05-20 12:00",,0.3,9.2,16,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,59,細懸浮微粒,普通,2.2,0.23,58.4,48.7,36,19,4.4,5.7,1.3,0.5,158,"2024-05-20 12:00",,0.2,18.8,39,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,95,細懸浮微粒,普通,2.2,0.32,51.9,29.6,61,33,6.7,7.9,1.2,0.2,341,"2024-05-20 12:00",,0.2,33.5,63,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,96,細懸浮微粒,普通,2.4,0.35,59.2,31.8,53,30,7.6,8.4,0.8,0.7,348,"2024-05-20 12:00",,0.3,33.9,56,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,91,細懸浮微粒,普通,1.8,0.44,38.8,22.7,41,22,14,16.6,2.5,0.9,347,"2024-05-20 12:00",,0.4,31.8,53,2,120.56373,23.96117,201
大城,彰化縣,32,,良好,1.4,0.1,43.5,35.2,23,6,3.1,4.1,0.9,2.9,35,"2024-05-20 12:00",,0.1,7.7,23,1,120.26964167,23.85493056,85
富貴角,新北市,37,,良好,0,0.07,,40.9,10,0,0.2,0.2,0,8.4,87,"2024-05-20 12:00",,0,0.4,8,0,121.53656894,25.29681695,84
麥寮,雲林縣,28,,良好,0.9,0.18,39.7,29.2,30,9,5,6.5,1.4,2.8,5,"2024-05-20 12:00",,0.1,8.6,25,0,120.251825,23.753506,83
關山,臺東縣,18,,良好,1.5,0.15,35.6,18.6,11,3,2.9,2.9,0,0.8,210,"2024-05-20 12:00",,0.1,5.4,12,0,121.161933,23.045083,80
馬公,澎湖縣,34,,良好,1.1,0.16,41.6,37,20,11,3.2,4.7,1.4,3.2,33,"2024-05-20 12:00",,0.1,8,24,0,119.566158,23.569031,78
金門,金門縣,46,,良好,2.3,0.23,46.2,31.7,30,14,8.4,9.8,1.4,1.3,26,"2024-05-20 12:00",,0.2,14.2,24,1,118.312256,24.432133,77
馬祖,連江縣,46,,良好,0.7,0.25,33.6,34.9,15,8,6.6,8.3,1.6,2.8,329,"2024-05-20 12:00",,0.3,14.1,20,0,119.93149378,26.15188416,75
埔里,南投縣,66,細懸浮微粒,普通,1.4,0.25,46.7,26.4,26,15,3,4.5,1.5,1.8,280,"2024-05-20 12:00",,0.3,21.6,33,1,120.967903,23.968842,72
復興,高雄市,78,細懸浮微粒,普通,3.1,0.43,,36.0,,,32.3,35.8,3.5,0.6,201,"2024-05-20 12:00",,0.4,26.6,55,1,120.312017,22.608711,71
永和,新北市,22,,良好,1.2,0.32,29.3,24.4,5,5,9.4,13.5,4,3.1,80,"2024-05-20 12:00",,0.4,3.7,6,0,121.516306,25.017,70
竹山,南投縣,78,細懸浮微粒,普通,1.7,0.34,66.5,28.5,53,39,8.1,9.2,1.1,2,347,"2024-05-20 12:00",,0.2,26.4,41,1,120.677306,23.756389,69
中壢,桃園市,45,,良好,2.7,1.04,13.3,10.4,18,9,27.8,54.6,26.7,0.3,265,"2024-05-20 12:00",,1,8.4,18,2,121.221667,24.953278,68
三重,新北市,23,,良好,,,8.7,14.8,24,8,,,,-,-,"2024-05-20 12:00",,0.7,7.2,13,1,121.493806,25.072611,67
冬山,宜蘭縣,23,,良好,0.4,0.25,31.5,18.6,22,12,11.6,16.5,4.9,2.2,51,"2024-05-20 12:00",,0.2,7.2,20,0,121.792928,24.632203,66
宜蘭,宜蘭縣,19,,良好,1.7,0.26,40.8,21.5,10,0,5.1,6.7,1.6,2.5,86,"2024-05-20 12:00",,0.2,3.3,12,1,121.746394,24.747917,65
陽明,臺北市,31,,良好,0.3,0.13,34.1,34.8,0,2,1.1,1.9,0.7,2.5,180,"2024-05-20 12:00",,0.1,3.5,3,0,121.529583,25.182722,64
花蓮,花蓮縣,23,,良好,0.6,0.17,39,23.9,8,6,2,3.5,1.4,2,108,"2024-05-20 12:00",,0.1,7.2,12,0,121.599769,23.971306,63
臺東,臺東縣,27,,良好,0.3,0.2,36.9,29.4,10,1,3.9,5.4,1.4,1.1,17,"2024-05-20 12:00",,0.1,2.7,12,0,121.15045,22.755358,62
恆春,屏東縣,33,,良好,0.7,0.12,33.6,36.0,2,7,0.8,1.7,0.8,7.8,36,"2024-05-20 12:00",,0.1,5.7,6,0,120.788928,21.958069,61
潮州,屏東縣,77,細懸浮微粒,普通,2.5,0.33,67.3,41.6,53,31,4.6,5.6,1,0.4,249,"2024-05-20 12:00",,0.3,26.1,50,1,120.561175,22.523108,60
屏東,屏東縣,68,細懸浮微粒,普通,2.7,0.41,78.2,45.2,63,23,9.4,10.3,0.8,1.4,255,"2024-05-20 12:00",,0.3,22.6,49,1,120.488033,22.673081,59
小港,高雄市,84,細懸浮微粒,普通,5.8,0.47,39,29.1,64,35,38.5,45.8,7.3,2.4,268,"2024-05-20 12:00",,0.4,29.1,48,2,120.337736,22.565833,58
前鎮,高雄市,78,細懸浮微粒,普通,5.2,0.37,44.6,36.5,43,24,27.1,30.6,3.4,1,199,"2024-05-20 12:00",,0.4,26.4,49,2,120.30833356,22.6044507,57
前金,高雄市,80,細懸浮微粒,普通,2.4,0.39,58.5,42.4,59,31,15.7,17.8,2,1.8,212,"2024-05-20 12:00",,0.4,27.2,60,1,120.28676111,22.63390278,56
左營,高雄市,103,細懸浮微粒,對敏感族群不健康,2.6,0.37,,31.7,,40,13.2,14.6,1.3,1.9,299,"2024-05-20 12:00",,0.5,36.4,63,2,120.292917,22.674861,54
楠梓,高雄市,78,細懸浮微粒,普通,4,0.43,71.3,39.1,74,33,21.9,24.2,2.3,0.8,329,"2024-05-20 12:00",,0.3,26.4,61,1,120.328289,22.733667,53
林園,高雄市,77,細懸浮微粒,普通,2.7,0.31,67.7,39,63,30,10.6,11.6,0.9,2,216,"2024-05-20 12:00",,0.3,25.9,56,1,120.41175,22.4795,52
大寮,高雄市,91,細懸浮微粒,普通,6.8,0.64,75.3,36.9,79,47,15.2,16.6,1.4,1.6,231,"2024-05-20 12:00",,0.4,31.7,70,2,120.425311,22.56413611,51
鳳山,高雄市,78,細懸浮微粒,普通,4.6,0.59,65.6,42.6,63,33,23.4,25.4,1.9,0.4,73,"2024-05-20 12:00",,0.5,26.4,48,2,120.357422,22.628126,50
仁武,高雄市,90,細懸浮微粒,普通,2,0.48,,39.9,50,,22.4,24.1,1.6,1.8,296,"2024-05-20 12:00",,0.4,31.2,52,1,120.332631,22.689056,49
橋頭,高雄市,97,細懸浮微粒,普通,3.6,0.44,67.8,38.5,75,37,22,23.7,1.6,1.3,284,"2024-05-20 12:00",,0.3,34.3,62,2,120.305689,22.757506,48
美濃,高雄市,65,細懸浮微粒,普通,2.2,0.36,67.4,45.4,55,21,5.6,6.2,0.5,0.8,333,"2024-05-20 12:00",,0.3,21,42,1,120.530542,22.883583,47
臺南,臺南市,134,細懸浮微粒,對敏感族群不健康,2.6,0.4,,34.1,73,,13.9,15.5,1.5,0.2,74,"2024-05-20 12:00",,0.4,48.3,73,2,120.21947897,22.98928311,46
安南,臺南市,103,細懸浮微粒,對敏感族群不健康,2.9,0.36,56.5,29.8,69,36,14.8,16.1,1.3,0.3,236,"2024-05-20 12:00",,0.3,36.3,72,1,120.2175,23.048197,45
善化,臺南市,109,細懸浮微粒,對敏感族群不健康,4.2,0.3,60.2,30,63,33,7.2,8.4,1.1,1,181,"2024-05-20 12:00",,0.3,38.7,73,2,120.29740529,23.11337642,44
新營,臺南市,93,細懸浮微粒,普通,2.4,0.4,59.2,27.9,71,35,7.9,9.2,1.2,1.5,49,"2024-05-20 12:00",,0.3,32.6,72,2,120.31725,23.305633,43
嘉義,嘉義市,98,細懸浮微粒,普通,2.3,0.39,68,34.0,62,38,7.9,9.3,1.3,2,53,"2024-05-20 12:00",,0.3,34.6,56,6,120.44125148,23.46477865,42
臺西,雲林縣,30,,良好,1.1,0.18,38.6,30.6,30,10,6.6,7.9,1.2,2.6,30,"2024-05-20 12:00",,0.1,9.3,28,1,120.19933333,23.702175,41
朴子,嘉義縣,84,細懸浮微粒,普通,,,,24.4,53,33,,,,0.7,70,"2024-05-20 12:00",,0.2,29,53,1,120.2478,23.46538,40
新港,嘉義縣,98,細懸浮微粒,普通,2.7,0.32,53.7,29.1,55,34,6.9,8.4,1.5,1.9,11,"2024-05-20 12:00",,0.3,34.7,61,2,120.345531,23.554839,39
崙背,雲林縣,75,細懸浮微粒,普通,2.2,0.21,35.1,18.1,45,21,6.7,8.8,2.1,1,324,"2024-05-20 12:00",,0.2,25.1,47,1,120.348742,23.757547,38
斗六,雲林縣,84,細懸浮微粒,普通,1.5,0.39,,25.7,,38,8.1,9.7,1.6,1.5,359,"2024-05-20 12:00",,0.3,28.9,54,1,120.544994,23.711853,37
南投,南投縣,68,細懸浮微粒,普通,1.8,0.39,64.5,28.3,42,21,13.3,14.9,1.6,0.9,50,"2024-05-20 12:00",,0.3,22.6,42,0,120.685306,23.913,36
二林,彰化縣,68,細懸浮微粒,普通,4.7,0.35,36.8,20.0,46,17,10.6,12.9,2.3,1.9,23,"2024-05-20 12:00",,0.2,22.5,44,2,120.409653,23.925175,35
線西,彰化縣,36,,良好,,,,19.5,39,,,,,2.1,2,"2024-05-20 12:00",,0.2,10.6,36,1,120.469061,24.131672,34
彰化,彰化縣,53,細懸浮微粒,普通,1,0.26,38.3,24.4,32,13,12.3,14.8,2.5,1.5,307,"2024-05-20 12:00",,0.3,16.2,33,2,120.541519,24.066,33
西屯,臺中市,66,細懸浮微粒,普通,1.1,0.28,43.7,23.2,35,16,14.9,16.6,1.7,0.8,27,"2024-05-20 12:00",,0.3,21.5,38,1,120.616917,24.162197,32
忠明,臺中市,65,細懸浮微粒,普通,1.3,0.36,41.7,28.9,29,18,15.6,18.8,3.2,0.9,291,"2024-05-20 12:00",,0.4,21,35,1,120.641092,24.151958,31
大里,臺中市,72,細懸浮微粒,普通,1.5,0.38,41.2,24.9,44,19,17.2,19.3,2,2.3,277,"2024-05-20 12:00",,0.4,24.2,42,1,120.67844444,24.09961111,30
沙鹿,臺中市,58,細懸浮微粒,普通,0.9,0.33,33.7,24.0,34,19,10.4,12.6,2.2,1.4,4,"2024-05-20 12:00",,0.3,18.3,33,1,120.568794,24.225628,29
豐原,臺中市,62,細懸浮微粒,普通,1.6,0.32,45.4,32.4,32,17,10.9,12.9,2,1.3,291,"2024-05-20 12:00",,0.3,20,33,1,120.74252414,24.25699731,28
三義,苗栗縣,51,細懸浮微粒,普通,2.2,0.27,48.1,41.6,27,15,8,10.4,2.3,1.4,11,"2024-05-20 12:00",,0.2,15.7,23,1,120.75956754,24.38248443,27
苗栗,苗栗縣,74,細懸浮微粒,普通,3.1,0.37,35.7,24.6,54,33,15.6,20,4.4,2.2,19,"2024-05-20 12:00",,0.3,25,48,2,120.82011468,24.56499183,26
頭份,苗栗縣,57,細懸浮微粒,普通,,,,18.8,,,,,,1.7,322,"2024-05-20 12:00",,0.3,17.9,33,1,120.89869286,24.69690679,25
新竹,新竹市,40,,良好,1.1,0.46,35.7,18.4,25,11,19.4,22.3,2.8,1.6,78,"2024-05-20 12:00",,0.4,12.4,24,0,120.97236752,24.8056356,24
竹東,新竹縣,48,,良好,0.5,0.28,31.9,17.0,21,11,9.8,12.1,2.2,0.9,40,"2024-05-20 12:00",,0.2,14.8,19,0,121.08895493,24.74091408,23
湖口,新竹縣,37,,良好,1.2,0.32,34.3,16.8,22,11,13.9,17.1,3.1,2.9,63,"2024-05-20 12:00",,0.2,11.4,16,0,121.03886894,24.90009696,22
龍潭,桃園市,25,,良好,0.9,0.31,31.3,19.0,15,5,15.5,19.4,3.9,3.3,55,"2024-05-20 12:00",,0.2,5,16,1,121.21645772,24.86400048,21
平鎮,桃園市,21,,良好,0.6,0.31,32.2,23.4,15,4,12.1,15.6,3.4,2,78,"2024-05-20 12:00",,0.3,4.7,13,0,121.203986,24.952786,20
觀音,桃園市,24,,良好,0.3,0.12,30.9,21.8,21,7,8.4,10.9,2.4,4.1,62,"2024-05-20 12:00",,0.1,7.5,12,1,121.08283092,25.03556747,19
大園,桃園市,19,,良好,1.8,0.18,28.6,20.6,18,6,11.7,16.7,4.9,3.9,19,"2024-05-20 12:00",,0.2,4.9,14,1,121.20251473,25.06100357,18
桃園,桃園市,22,,良好,1.1,0.29,30.1,24.3,9,5,10.9,13.6,2.6,1.5,76,"2024-05-20 12:00",,0.3,6,9,1,121.30500531,24.9947107,17
大同,臺北市,33,,良好,1.8,0.48,20.2,18.3,13,12,19.7,38.8,19.1,-,-,"2024-05-20 12:00",,0.6,10.2,16,1,121.51342074,25.06331455,16
松山,臺北市,27,,良好,,0.12,,25.1,8,,,,,3.2,42,"2024-05-20 12:00",,0.1,8.2,8,0,121.578611,25.05,15
古亭,臺北市,33,,良好,1.1,0.2,20.4,20.9,11,8,20.3,34.6,14.3,2,77,"2024-05-20 12:00",,0.2,6.6,12,1,121.529556,25.020608,14
萬華,臺北市,23,,良好,,,19.6,25.2,,6,,,,4.3,95,"2024-05-20 12:00",,0.2,5.7,9,0,121.507972,25.046503,13
中山,臺北市,22,,良好,2,0.26,26.5,24.2,13,5,11.1,16,4.9,3.1,124,"2024-05-20 12:00",,0.3,4.6,10,0,121.526528,25.062361,12
士林,臺北市,28,,良好,0.3,0.16,,30.8,10,,13.2,19.3,6,1.3,37,"2024-05-20 12:00",,0.1,6.4,7,0,121.51666356,25.10334003,11
淡水,新北市,25,,良好,1,0.21,29.9,27.9,25,8,9.7,12.9,3.2,0.5,290,"2024-05-20 12:00",,0.2,5.3,21,0,121.449239,25.1645,10
林口,新北市,25,,良好,0.4,0.19,26.8,26.1,8,5,15,24,8.9,3.2,80,"2024-05-20 12:00",,0.2,4.7,7,0,121.36548982,25.07798949,9
菜寮,新北市,27,,良好,0.7,0.23,30.3,29.3,11,4,9.8,11.9,2,2.9,70,"2024-05-20 12:00",,0.2,3.7,13,0,121.481028,25.06895,8
新莊,新北市,25,,良好,0.5,0.19,31.2,27.8,17,4,7.4,10.4,3,3.5,79,"2024-05-20 12:00",,0.2,5,8,0,121.4325,25.037972,7
板橋,新北市,21,,良好,1.4,0.27,,23.3,,0,10.2,13.1,2.9,2.7,54,"2024-05-20 12:00",,0.2,2.1,7,0,121.458667,25.012972,6
土城,新北市,24,,良好,0.6,0.22,32.7,25.8,18,12,8.8,10.7,1.8,2.4,60,"2024-05-20 12:00",,0.2,7.5,14,0,121.451861,24.982528,5
新店,新北市,23,,良好,1.4,0.21,32.8,25.8,12,9,8.6,11.3,2.7,2,54,"2024-05-20 12:00",,0.2,6.5,11,0,121.537778,24.977222,4
萬里,新北市,32,,良好,0.6,0.12,41.4,35.8,7,1,0.9,1.4,0.5,6.7,57,"2024-05-20 12:00",,0.1,0.6,9,0,121.689881,25.179667,3
汐止,新北市,25,,良好,0.1,0.12,32.1,27.3,5,5,6.6,8.3,1.6,2.9,30,"2024-05-20 12:00",,0.1,5.4,7,0,121.64081,25.06624,2
基隆,基隆市,31,,良好,,,,34.4,0,0,,,,2.3,79,"2024-05-20 12:00",,0.1,0.4,5,0,121.760056,25.129167,1
屏東(枋山),屏東縣,42,,良好,1.8,0.21,55.7,45.4,32,20,4.7,5,0.3,2.7,96,"2024-05-20 11:00",,0.1,9.7,25,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,57,細懸浮微粒,普通,0.7,0.37,26.1,19.0,35,18,14.2,17.9,3.6,1.5,49,"2024-05-20 11:00",,0.3,17.8,30,0,120.65525382,24.39017512,312
新北(樹林),新北市,31,,良好,0.4,0.29,15.8,9.3,18,11,18.6,24.4,5.7,0.7,185,"2024-05-20 11:00",,0.3,9.6,17,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,58,細懸浮微粒,普通,2.6,0.27,56,47.7,46,21,6.1,7.7,1.6,0.6,93,"2024-05-20 11:00",,0.2,18.3,38,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,94,細懸浮微粒,普通,2.4,0.34,45.9,24.9,70,39,9.6,11.3,1.7,0.4,344,"2024-05-20 11:00",,0.2,32.9,65,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,104,細懸浮微粒,對敏感族群不健康,2.6,0.38,51.2,27.1,52,29,10.6,11.6,1,1,71,"2024-05-20 11:00",,0.3,36.7,59,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,95,細懸浮微粒,普通,1.8,0.5,31.5,19.6,40,22,14.7,17.7,3,0.7,338,"2024-05-20 11:00",,0.4,33.4,56,2,120.56373,23.96117,201
大城,彰化縣,31,,良好,1.4,0.1,40,33.8,18,9,4.5,5.7,1.2,3.8,28,"2024-05-20 11:00",,0.1,7.5,22,1,120.26964167,23.85493056,85
富貴角,新北市,37,,良好,,0.08,,40.0,7,,0.3,0.4,0,7.5,92,"2024-05-20 11:00",,0,0.8,8,0,121.53656894,25.29681695,84
麥寮,雲林縣,29,,良好,0.6,0.17,35.8,26.1,27,7,4.2,5,0.8,3.1,357,"2024-05-20 11:00",,0.1,8.8,24,0,120.251825,23.753506,83
關山,臺東縣,21,,良好,1.5,0.15,35.9,15.3,7,4,2.4,2.9,0.5,0.9,65,"2024-05-20 11:00",,0.1,6.5,14,0,121.161933,23.045083,80
馬公,澎湖縣,33,,良好,1.3,0.18,38.9,36.4,30,5,3.6,4.6,1,3.2,48,"2024-05-20 11:00",,0.1,8.4,25,0,119.566158,23.569031,78
金門,金門縣,47,,良好,2.5,0.23,36.8,29.4,27,16,11.2,14.2,3,2,29,"2024-05-20 11:00",,0.2,14.5,23,1,118.312256,24.432133,77
馬祖,連江縣,47,,良好,0.8,0.28,34,35.1,21,15,7.6,9.1,1.5,2.8,327,"2024-05-20 11:00",,0.3,14.5,22,0,119.93149378,26.15188416,75
埔里,南投縣,69,細懸浮微粒,普通,1.3,0.25,43.5,22.7,25,12,3.4,5.1,1.7,1.4,263,"2024-05-20 11:00",,0.3,22.9,35,1,120.967903,23.968842,72
復興,高雄市,78,細懸浮微粒,普通,3.1,0.43,,35.3,51,30,25.9,28.5,2.5,0.8,284,"2024-05-20 11:00",,0.4,26.5,54,1,120.312017,22.608711,71
永和,新北市,22,,良好,1.2,0.33,28.1,24.3,8,6,11,17.1,6,2.9,74,"2024-05-20 11:00",,0.4,3.6,6,0,121.516306,25.017,70
竹山,南投縣,70,細懸浮微粒,普通,1.5,0.34,54.4,21.8,63,36,7.6,8.7,1.1,2.1,9,"2024-05-20 11:00",,0.2,23.4,37,1,120.677306,23.756389,69
中壢,桃園市,47,,良好,2.3,0.78,14.1,11.3,21,8,28.9,48.2,19.3,0.6,290,"2024-05-20 11:00",,0.9,8.4,19,2,121.221667,24.953278,68
三重,新北市,48,,良好,1.6,0.85,,17.6,,10,29.7,84.6,54.9,-,-,"2024-05-20 11:00",,0.6,6.7,10,1,121.493806,25.072611,67
冬山,宜蘭縣,20,,良好,0.5,0.42,28.3,16.0,29,9,11.9,17.4,5.5,1.9,54,"2024-05-20 11:00",,0.2,6.1,20,0,121.792928,24.632203,66
宜蘭,宜蘭縣,17,,良好,1.4,0.26,33.6,18.3,9,3,6.5,9.1,2.5,2.1,101,"2024-05-20 11:00",,0.2,4,13,1,121.746394,24.747917,65
陽明,臺北市,32,,良好,0.4,0.13,34.8,35.1,0,4,1.3,1.9,0.5,2.5,100,"2024-05-20 11:00",,0.1,4.1,4,0,121.529583,25.182722,64
花蓮,花蓮縣,24,,良好,0.8,0.17,39.9,21.0,12,4,2.1,3.7,1.5,1,129,"2024-05-20 11:00",,0.1,7.3,12,0,121.599769,23.971306,63
臺東,臺東縣,25,,良好,0.4,0.19,36.3,27.8,11,2,3.9,5.7,1.7,0.8,36,"2024-05-20 11:00",,0.1,3.3,12,0,121.15045,22.755358,62
恆春,屏東縣,33,,良好,0.9,0.12,35.5,36.6,8,9,0.8,1.9,1,4.7,32,"2024-05-20 11:00",,0.1,4.7,6,0,120.788928,21.958069,61
潮州,屏東縣,74,細懸浮微粒,普通,2.3,0.34,58.5,36.1,57,25,6.6,7.8,1.1,0.4,173,"2024-05-20 11:00",,0.3,25,48,2,120.561175,22.523108,60
屏東,屏東縣,69,細懸浮微粒,普通,2.4,0.37,65.4,39.0,51,23,9.4,10.7,1.2,1.1,290,"2024-05-20 11:00",,0.3,22.7,48,1,120.488033,22.673081,59
小港,高雄市,80,細懸浮微粒,普通,4.3,0.4,28.1,27.9,55,33,43.4,51.6,8.2,1.8,266,"2024-05-20 11:00",,0.3,27.2,45,2,120.337736,22.565833,58
前鎮,高雄市,78,細懸浮微粒,普通,5.1,0.42,43.9,34.6,57,29,28.4,31.9,3.5,1,184,"2024-05-20 11:00",,0.4,26.3,49,2,120.30833356,22.6044507,57
前金,高雄市,76,細懸浮微粒,普通,2.3,0.38,46.7,39.6,47,22,23.7,27,3.2,1.9,209,"2024-05-20 11:00",,0.4,25.8,59,1,120.28676111,22.63390278,56
左營,高雄市,99,細懸浮微粒,普通,2.5,0.44,,30.3,62,,15.5,17.3,1.7,1.8,282,"2024-05-20 11:00",,0.5,34.8,62,2,120.292917,22.674861,54
楠梓,高雄市,75,細懸浮微粒,普通,3.2,0.41,53,34.5,74,29,23.8,26.7,2.8,1.1,45,"2024-05-20 11:00",,0.3,25.2,58,1,120.328289,22.733667,53
林園,高雄市,73,細懸浮微粒,普通,2.7,0.37,57.8,35.2,63,31,12.9,14.5,1.5,1.7,185,"2024-05-20 11:00",,0.3,24.5,53,0,120.41175,22.4795,52
大寮,高雄市,83,細懸浮微粒,普通,5.3,0.48,51.6,30.5,67,32,17.6,19.9,2.3,0.9,162,"2024-05-20 11:00",,0.3,28.3,67,2,120.425311,22.56413611,51
鳳山,高雄市,73,細懸浮微粒,普通,3.9,0.56,48.3,38.7,48,30,27,30.2,3.1,0.7,71,"2024-05-20 11:00",,0.4,24.4,45,1,120.357422,22.628126,50
仁武,高雄市,90,細懸浮微粒,普通,2.2,0.59,64.8,39.6,47,31,26.5,28.9,2.3,1,207,"2024-05-20 11:00",,0.4,31.4,53,1,120.332631,22.689056,49
橋頭,高雄市,97,細懸浮微粒,普通,2.9,0.44,59.9,33.4,76,32,17.1,18.6,1.4,1.3,21,"2024-05-20 11:00",,0.3,34.2,59,2,120.305689,22.757506,48
美濃,高雄市,63,細懸浮微粒,普通,2.4,0.36,61.9,41.7,49,26,5.8,6.5,0.6,0.7,262,"2024-05-20 11:00",,0.3,20.5,40,1,120.530542,22.883583,47
臺南,臺南市,132,細懸浮微粒,對敏感族群不健康,2.7,0.42,55.1,34.0,80,41,14.7,16.4,1.7,0.2,284,"2024-05-20 11:00",,0.4,47.5,74,2,120.21947897,22.98928311,46
安南,臺南市,102,細懸浮微粒,對敏感族群不健康,2.4,0.37,45.5,24.5,80,43,14,15.2,1.2,1.1,44,"2024-05-20 11:00",,0.3,35.7,72,1,120.2175,23.048197,45
善化,臺南市,113,細懸浮微粒,對敏感族群不健康,4.2,0.3,46.8,24.4,73,44,9.5,11.1,1.6,1.1,4,"2024-05-20 11:00",,0.3,40.1,76,1,120.29740529,23.11337642,44
